Date,MMWR_week,Location,ShortName,LongName,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Census2019,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Ratio_Admin_Dist,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,Administered_Dose1_Per_100K,Administered_Dose2_Per_100K,Administered_Dose_Other_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus
2021-01-27,,MT,MTA,Montana,133025,81169,12446,7595,1068778,,,,,65746,15397,,6152,1441,,,,,,,,,,,,,,,
2021-01-28,,MT,MTA,Montana,138725,86213,12980,8067,1068778,,,,,68032,18149,,6365,1698,,6.37,1.7,,,,,,,,,,,,
2021-01-29,,MT,MTA,Montana,141650,92589,13253,8663,1068778,,,,,71534,21007,,6693,1966,,6.69,1.97,,,,,,,,,,,,
2021-01-30,,MT,MTA,Montana,141650,99272,13253,9288,1068778,,,,,75432,23785,,7058,2225,,7.06,2.23,,,,,,,,,,,,
2021-01-31,,MT,MTA,Montana,141650,104525,13253,9780,1068778,,,,,79584,24885,,7446,2328,,7.45,2.33,,,,,,,,,,,,
2021-02-01,,MT,MTA,Montana,141650,106145,13253,9931,1068778,,,,,80627,25438,,7544,2380,,7.54,2.38,,,,,,,,,,,,
2021-02-02,,MT,MTA,Montana,141650,107324,13253,10042,1068778,,,,,81420,25824,,7618,2416,,7.6,2.4,,,,,,,,,,,,
2021-02-03,,MT,MTA,Montana,157275,110374,14715,10327,1068778,,,,,83875,26345,,7848,2465,,7.8,2.5,,,,,,,,,,,,
2021-02-04,,MT,MTA,Montana,163675,116148,15314,10867,1068778,,,,,87042,28942,,8144,2708,,8.1,2.7,,,,,,,,,,,,
2021-02-05,,MT,MTA,Montana,163675,122536,15314,11465,1068778,,,,,91611,30749,,8572,2877,,8.6,2.9,,,,,,,,,,,,
2021-02-06,,MT,MTA,Montana,163675,130883,15314,12246,1068778,,,,,96394,34207,,9019,3201,,9,3.2,,,,,,,,,,,,
2021-02-07,,MT,MTA,Montana,163675,137765,15314,12890,1068778,,,,,101262,36195,,9475,3387,,9.5,3.4,,,,,,,,,,,,
2021-02-08,,MT,MTA,Montana,163675,139273,15314,13031,1068778,,,,,102365,36596,,9578,3424,,9.6,3.4,,,,,,,,,,,,
2021-02-09,,MT,MTA,Montana,164650,140124,15405,13111,1068778,,,,,102903,36907,,9628,3453,,9.6,3.5,,,,,,,,,,,,
2021-02-10,,MT,MTA,Montana,192125,144343,17976,13505,1068778,,,,,106038,37966,,9921,3552,,9.9,3.6,,,,,,,,,,,,
2021-02-11,,MT,MTA,Montana,192125,149339,17976,13973,1068778,,,,,109266,39710,,10223,3715,,10.3,3.7,,,,,,,,,,,,
2021-02-12,,MT,MTA,Montana,194325,157695,18182,14755,1068778,,,,,115415,41895,,10799,3920,,10.8,3.9,,,,,,,,,,,,
2021-02-13,,MT,MTA,Montana,199825,167360,18697,15659,1068778,,,,,122026,44935,,11417,4204,,11.5,4.2,,,,,,,,,,,,
2021-02-14,,MT,MTA,Montana,199825,176810,18697,16543,1068778,,,,,127657,48739,,11944,4560,,12,4.6,,,,,,,,,,,,
2021-02-16,,MT,MTA,Montana,207250,181665,19391,16997,1068778,,,,,130926,50311,,12250,4707,,12.3,4.7,,,,,,,,,,,,
2021-02-17,,MT,MTA,Montana,207250,184579,19391,17270,1068778,,,,,132847,51293,,12430,4799,,12.5,4.8,,,,,,,,,,,,
2021-02-18,,MT,MTA,Montana,208225,190070,19483,17784,1068778,,,,,136359,53250,,12758,4982,,12.8,5,,,,,,,,,,,,
2021-02-19,,MT,MTA,Montana,250795,221225,23466,20699,1068778,,,,,157930,62657,,14777,5862,,14.8,5.9,,,,,,,,,,,,
2021-02-20,,MT,MTA,Montana,259215,228890,24253,21416,1068778,,,,,161546,66619,,15115,6233,,15.2,6.2,,,,,,,,,,,,
2021-02-21,,MT,MTA,Montana,259215,237099,24253,22184,1068778,,,,,165472,70876,,15482,6631,,15.6,6.6,,,,,,,,,,,,
2021-02-22,,MT,MTA,Montana,259215,240814,24253,22532,1068778,,,,,167797,72256,,15700,6761,,15.8,6.8,Report,241587,168580,72225,168411,72188,20,8.6,840190,30852,240604,28637
2021-02-23,,MT,MTA,Montana,260385,243015,24363,22738,1068778,,,,,169164,73080,,15828,6838,,15.9,6.8,Report,243803,169958,73053,169778,73015,20.2,8.7,840190,30991,242793,28897
2021-02-24,,MT,MTA,Montana,301215,246626,28183,23076,1068778,,,,,170615,75223,,15964,7038,,16,7,Report,247445,171428,75207,171240,75168,20.4,8.9,840190,35851,246395,29326
2021-02-25,,MT,MTA,Montana,306415,252295,28670,23606,1068778,,,,,173329,78135,,16217,7311,,16.3,7.3,Report,253162,174160,78148,173962,78109,20.7,9.3,840190,36470,252054,30000
2021-02-26,,MT,MTA,Montana,319315,260990,29877,24419,1068778,,,,,178355,81762,,16688,7650,,16.8,7.7,Report,261918,179212,81811,179007,81770,21.3,9.7,840190,38005,260739,31033
2021-02-27,,MT,MTA,Montana,341645,271075,31966,25363,1068778,,,,,183015,87159,,17124,8155,,17.2,8.2,Report,272052,183889,87239,183681,87195,21.9,10.4,840190,40663,270818,32233
2021-02-28,,MT,MTA,Montana,341645,281422,31966,26331,1068778,,,,,187865,92632,,17578,8667,,17.7,8.7,Report,282450,188782,92720,188571,92674,22.4,11,840190,40663,281160,33464
2021-03-01,,MT,MTA,Montana,341645,284679,31966,26636,1068778,,,,,190126,93625,,17789,8760,,17.9,8.8,Report,285793,191091,93750,190876,93702,22.7,11.2,840190,40663,284412,33851
2021-03-02,,MT,MTA,Montana,342145,286163,32013,26775,1068778,,,,,190695,94538,,17842,8845,,17.9,8.9,Report,287328,191691,94683,191472,94635,22.8,11.3,840190,40722,285892,34027
2021-03-03,,MT,MTA,Montana,370485,291572,34664,27281,1068778,,,,,193790,96839,,18132,9061,,18.2,9.1,Report,292831,194837,97027,194609,96975,23.2,11.5,840190,44095,291288,34669
2021-03-04,,MT,MTA,Montana,387485,301007,36255,28164,1068778,,,,,198533,101513,,18576,9498,,18.7,9.5,Report,302295,199610,101700,199373,101644,23.7,12.1,840190,46119,300710,35791
2021-03-05,,MT,MTA,Montana,404125,312296,37812,29220,1068778,,,,,204269,107045,,19112,10016,,19.2,10,Report,313645,205372,107265,205113,107202,24.4,12.8,840190,48099,311970,37131
2021-03-06,,MT,MTA,Montana,411145,324102,38469,30325,1068778,,,,,209655,113254,,19616,10597,,19.7,10.6,Report,325536,210773,113545,210509,113473,25.1,13.5,840190,48935,323763,38534
2021-03-07,,MT,MTA,Montana,411145,337005,38469,31532,1068778,,,,,216011,119764,,20211,11206,,20.3,11.2,Report,338545,217186,120103,216909,120013,25.8,14.3,840190,48935,336635,40067
2020-12-30,52,NC,NCA,North Carolina,328175,73423,3129,700,10488084,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,NC,NCA,North Carolina,330125,94865,3148,905,10488084,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,NC,NCA,North Carolina,395100,101351,3767,966,10488084,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,NC,NCA,North Carolina,498450,121881,4753,1162,10488084,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,NC,NCA,North Carolina,498450,137198,4753,1308,10488084,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,NC,NCA,North Carolina,647450,139474,6173,1330,10488084,42673,96472,329,0.215,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,NC,NCA,North Carolina,649150,178136,6189,1698,10488084,54951,122856,329,0.274,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,NC,NCA,North Carolina,820825,211572,7826,2017,10488084,61801,149442,329,0.258,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,NC,NCA,North Carolina,836450,211610,7975,2018,10488084,61839,149442,329,0.253,189213,19293,3104,1804,184,30,,,,,,,,,,,,,,
2021-01-13,2,NC,NCA,North Carolina,852000,266938,8124,2545,10488084,76350,190259,329,0.313,228686,35148,3104,2180,335,30,,,,,,,,,,,,,,
2021-01-14,,NC,NCA,North Carolina,969700,268212,9246,2557,10488084,,,,,233038,35028,,2222,334,,,,,,,,,,,,,,,
2021-01-15,,NC,NCA,North Carolina,999650,302824,9531,2887,10488084,,,,,259859,42790,,2478,408,,,,,,,,,,,,,,,
2021-01-19,,NC,NCA,North Carolina,999650,400779,9531,3821,10488084,,,,,346533,54012,,3304,515,,,,,,,,,,,,,,,
2021-01-20,,NC,NCA,North Carolina,1118250,427480,10662,4076,10488084,,,,,368818,58407,,3517,557,,,,,,,,,,,,,,,
2021-01-21,,NC,NCA,North Carolina,1157100,473282,11033,4513,10488084,,,,,406257,66736,,3874,636,,,,,,,,,,,,,,,
2021-01-22,,NC,NCA,North Carolina,1192375,524914,11369,5005,10488084,,,,,450144,74427,,4292,710,,,,,,,,,,,,,,,
2021-01-23,,NC,NCA,North Carolina,1246600,577007,11886,5502,10488084,,,,,497387,79197,,4742,755,,,,,,,,,,,,,,,
2021-01-24,,NC,NCA,North Carolina,1246600,636439,11886,6068,10488084,,,,,552194,83752,,5265,799,,,,,,,,,,,,,,,
2021-01-25,,NC,NCA,North Carolina,1246600,676037,11886,6446,10488084,,,,,589436,86064,,5620,821,,,,,,,,,,,,,,,
2021-01-26,,NC,NCA,North Carolina,1250900,699722,11927,6672,10488084,,,,,611853,87292,,5834,832,,,,,,,,,,,,,,,
2021-01-27,,NC,NCA,North Carolina,1397275,716748,13323,6834,10488084,,,,,627980,88145,,5988,840,,,,,,,,,,,,,,,
2021-01-28,,NC,NCA,North Carolina,1399775,849801,13346,8103,10488084,,,,,728551,120480,,6946,1149,,6.95,1.15,,,,,,,,,,,,
2021-01-29,,NC,NCA,North Carolina,1400375,851223,13352,8116,10488084,,,,,729507,120946,,6956,1153,,6.96,1.15,,,,,,,,,,,,
2021-01-30,,NC,NCA,North Carolina,1423475,898736,13572,8569,10488084,,,,,762635,135263,,7271,1290,,7.27,1.29,,,,,,,,,,,,
2021-01-31,,NC,NCA,North Carolina,1423475,951657,13572,9074,10488084,,,,,800782,149906,,7635,1429,,7.64,1.43,,,,,,,,,,,,
2021-02-01,,NC,NCA,North Carolina,1423475,975743,13572,9303,10488084,,,,,818858,155824,,7808,1486,,7.81,1.49,,,,,,,,,,,,
2021-02-02,,NC,NCA,North Carolina,1490350,976153,14210,9307,10488084,,,,,819119,155973,,7810,1487,,7.8,1.5,,,,,,,,,,,,
2021-02-03,,NC,NCA,North Carolina,1643800,1026683,15673,9789,10488084,,,,,855450,170087,,8156,1622,,8.2,1.6,,,,,,,,,,,,
2021-02-04,,NC,NCA,North Carolina,1715675,1063474,16358,10140,10488084,,,,,875375,186914,,8346,1782,,8.3,1.8,,,,,,,,,,,,
2021-02-05,,NC,NCA,North Carolina,1718275,1110074,16383,10584,10488084,,,,,902198,206642,,8602,1970,,8.6,2,,,,,,,,,,,,
2021-02-06,,NC,NCA,North Carolina,1718275,1171240,16383,11167,10488084,,,,,939554,230372,,8958,2197,,9,2.2,,,,,,,,,,,,
2021-02-07,,NC,NCA,North Carolina,1718275,1242541,16383,11847,10488084,,,,,979112,262031,,9335,2498,,9.3,2.5,,,,,,,,,,,,
2021-02-08,,NC,NCA,North Carolina,1718275,1274361,16383,12151,10488084,,,,,999151,273763,,9527,2610,,9.5,2.6,,,,,,,,,,,,
2021-02-09,,NC,NCA,North Carolina,1722275,1287493,16421,12276,10488084,,,,,1005714,280303,,9589,2673,,9.6,2.7,,,,,,,,,,,,
2021-02-10,,NC,NCA,North Carolina,1831875,1336079,17466,12739,10488084,,,,,1033527,300991,,9854,2870,,9.9,2.9,,,,,,,,,,,,
2021-02-11,,NC,NCA,North Carolina,1938075,1382652,18479,13183,10488084,,,,,1050246,330758,,10014,3154,,9.9,3.1,,,,,,,,,,,,
2021-02-12,,NC,NCA,North Carolina,1985050,1447413,18927,13801,10488084,,,,,1075646,370032,,10256,3528,,10.1,3.5,,,,,,,,,,,,
2021-02-13,,NC,NCA,North Carolina,2047050,1523425,19518,14525,10488084,,,,,1114685,406851,,10628,3879,,10.5,3.8,,,,,,,,,,,,
2021-02-14,,NC,NCA,North Carolina,2067725,1617435,19715,15422,10488084,,,,,1166560,448878,,11123,4280,,11,4.2,,,,,,,,,,,,
2021-02-16,,NC,NCA,North Carolina,2074400,1684845,19779,16064,10488084,,,,,1198710,483989,,11429,4615,,11.3,4.6,,,,,,,,,,,,
2021-02-17,,NC,NCA,North Carolina,2075375,1734825,19788,16541,10488084,,,,,1223476,509113,,11665,4854,,11.5,4.8,,,,,,,,,,,,
2021-02-18,,NC,NCA,North Carolina,2119250,1782267,20206,16993,10488084,,,,,1238992,540933,,11813,5158,,11.6,5.1,,,,,,,,,,,,
2021-02-19,,NC,NCA,North Carolina,2293000,1959215,21863,18680,10488084,,,,,1339762,616620,,12774,5879,,12.6,5.8,,,,,,,,,,,,
2021-02-20,,NC,NCA,North Carolina,2363200,2008811,22532,19153,10488084,,,,,1353909,651958,,12909,6216,,12.7,6.1,,,,,,,,,,,,
2021-02-21,,NC,NCA,North Carolina,2363200,2068505,22532,19722,10488084,,,,,1373952,691447,,13100,6593,,12.9,6.5,,,,,,,,,,,,
2021-02-22,,NC,NCA,North Carolina,2363200,2105120,22532,20072,10488084,,,,,1385902,716027,,13214,6827,,13.1,6.7,Report,2078365,1368734,706245,1367773,705682,16.7,8.6,8187369,28864,2103595,25693
2021-02-23,,NC,NCA,North Carolina,2591415,2118218,24708,20196,10488084,,,,,1389913,724993,,13252,6913,,13.1,6.8,Report,2091153,1372784,714869,1371818,714306,16.8,8.7,8187369,31651,2116687,25853
2021-02-24,,NC,NCA,North Carolina,2770825,2164489,26419,20638,10488084,,,,,1406859,754213,,13414,7191,,13.3,7.1,Report,2137418,1389988,743827,1389010,743263,17,9.1,8187369,33843,2162946,26418
2021-02-25,,NC,NCA,North Carolina,2809745,2210412,26790,21075,10488084,,,,,1424748,782138,,13584,7457,,13.4,7.4,Report,2183255,1407925,771618,1406941,771049,17.2,9.4,8187369,34318,2208861,26979
2021-02-26,,NC,NCA,North Carolina,2906485,2284698,27712,21784,10488084,,,,,1469070,812003,,14007,7742,,13.8,7.6,Report,2257045,1451906,801324,1450905,800752,17.7,9.8,8187369,35500,2283124,27886
2021-02-27,,NC,NCA,North Carolina,2985475,2366027,28465,22559,10488084,,,,,1522457,839827,,14516,8007,,14.3,7.9,Report,2337408,1504356,829122,1503340,828543,18.4,10.1,8187369,36464,2364430,28879
2021-02-28,,NC,NCA,North Carolina,2985475,2467755,28465,23529,10488084,,,,,1593807,870088,,15196,8296,,15,8.2,Report,2437480,1574172,859255,1573136,858664,19.2,10.5,8187369,36464,2466128,30121
2021-03-01,,NC,NCA,North Carolina,2985475,2525579,28465,24080,10488084,,,,,1634790,886852,,15587,8456,,15.4,8.3,Report,2494510,1615012,875367,1613956,874775,19.7,10.7,8187369,36464,2523931,30827
2021-03-02,,NC,NCA,North Carolina,3028055,2545103,28871,24267,10488084,,,,,1646450,894708,,15698,8531,,15.5,8.4,Report,2513277,1626567,882572,1625507,881980,19.9,10.8,8187369,36984,2543451,31066
2021-03-03,,NC,NCA,North Carolina,3278075,2606912,31255,24856,10488084,,,,,1686160,916706,,16077,8740,,15.9,8.6,Report,2573772,1665521,904005,1664450,903413,20.3,11,8187369,40038,2605249,31820
2021-03-04,,NC,NCA,North Carolina,3301865,2661523,31482,25377,10488084,,,,,1713861,943505,,16341,8996,,16.1,8.9,Report,2627961,1692968,930616,1691879,930020,20.7,11.4,8187369,40329,2659840,32487
2021-03-05,,NC,NCA,North Carolina,3529525,2680413,33653,25557,10488084,,,,,1726621,949615,,16463,9054,,16.3,8.9,Report,2647301,1706016,936887,1704915,936290,20.8,11.4,8187369,43109,2678717,32718
2021-03-06,,NC,NCA,North Carolina,3624905,2760801,34562,26323,10488084,,,,,1779796,976589,,16970,9311,,16.8,9.2,Report,2727022,1758662,963741,1757500,963139,21.5,11.8,8187369,44274,2759038,33699
2021-03-07,,NC,NCA,North Carolina,3624905,2830672,34562,26989,10488084,,,,,1826058,1000175,,17411,9536,,17.2,9.4,Report,2797007,1805008,987326,1803799,986715,22,12.1,8187369,44274,2828854,34551
2020-12-30,52,ND,NDA,North Dakota,33300,13989,4370,1836,762062,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,ND,NDA,North Dakota,33300,21171,4370,2778,762062,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,ND,NDA,North Dakota,37900,22240,4973,2918,762062,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,ND,NDA,North Dakota,40825,22358,5357,2934,762062,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,ND,NDA,North Dakota,40825,23642,5357,3102,762062,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,ND,NDA,North Dakota,43950,27289,5767,3581,762062,14496,12793,0,0.621,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,ND,NDA,North Dakota,43950,29954,5767,3931,762062,15517,14437,0,0.682,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,ND,NDA,North Dakota,53525,38868,7024,5100,762062,18933,19935,0,0.726,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,ND,NDA,North Dakota,53525,39479,7024,5181,762062,19047,20432,0,0.738,33648,5815,16,4415,763,2,,,,,,,,,,,,,,
2021-01-13,2,ND,NDA,North Dakota,66725,40728,8756,5344,762062,19446,21282,0,0.61,34317,6395,16,4503,839,2,,,,,,,,,,,,,,
2021-01-14,,ND,NDA,North Dakota,68675,42774,9012,5613,762062,,,,,35293,7134,,4631,936,,,,,,,,,,,,,,,
2021-01-15,,ND,NDA,North Dakota,68675,46410,9012,6090,762062,,,,,38506,7555,,5053,991,,,,,,,,,,,,,,,
2021-01-19,,ND,NDA,North Dakota,68675,56608,9012,7428,762062,,,,,47616,8641,,6248,1134,,,,,,,,,,,,,,,
2021-01-20,,ND,NDA,North Dakota,78150,57657,10255,7566,762062,,,,,48350,8954,,6345,1175,,,,,,,,,,,,,,,
2021-01-21,,ND,NDA,North Dakota,82850,59245,10872,7774,762062,,,,,48986,9881,,6428,1297,,,,,,,,,,,,,,,
2021-01-22,,ND,NDA,North Dakota,86750,64105,11384,8412,762062,,,,,51018,12428,,6695,1631,,,,,,,,,,,,,,,
2021-01-23,,ND,NDA,North Dakota,86750,68999,11384,9054,762062,,,,,53491,14412,,7019,1891,,,,,,,,,,,,,,,
2021-01-24,,ND,NDA,North Dakota,86750,73175,11384,9602,762062,,,,,56158,15589,,7369,2046,,,,,,,,,,,,,,,
2021-01-25,,ND,NDA,North Dakota,86750,75242,11384,9873,762062,,,,,57996,15680,,7610,2058,,,,,,,,,,,,,,,
2021-01-26,,ND,NDA,North Dakota,86750,75457,11384,9902,762062,,,,,58131,15742,,7628,2066,,,,,,,,,,,,,,,
2021-01-27,,ND,NDA,North Dakota,96425,77230,12653,10134,762062,,,,,58673,16952,,7699,2224,,,,,,,,,,,,,,,
2021-01-28,,ND,NDA,North Dakota,105900,80051,13897,10505,762062,,,,,60164,18244,,7895,2394,,7.89,2.39,,,,,,,,,,,,
2021-01-29,,ND,NDA,North Dakota,106875,86175,14024,11308,762062,,,,,63773,20700,,8368,2716,,8.37,2.72,,,,,,,,,,,,
2021-01-30,,ND,NDA,North Dakota,108050,91585,14179,12018,762062,,,,,66885,22968,,8777,3014,,8.78,3.01,,,,,,,,,,,,
2021-01-31,,ND,NDA,North Dakota,108050,97915,14179,12849,762062,,,,,70822,25359,,9293,3328,,9.29,3.33,,,,,,,,,,,,
2021-02-01,,ND,NDA,North Dakota,108050,99481,14179,13054,762062,,,,,71587,26136,,9394,3430,,9.39,3.43,,,,,,,,,,,,
2021-02-02,,ND,NDA,North Dakota,122050,99990,16016,13121,762062,,,,,71735,26493,,9413,3476,,9.4,3.5,,,,,,,,,,,,
2021-02-03,,ND,NDA,North Dakota,122150,103572,16029,13591,762062,,,,,72589,27418,,9525,3598,,9.5,3.6,,,,,,,,,,,,
2021-02-04,,ND,NDA,North Dakota,131625,106900,17272,14028,762062,,,,,74387,28847,,9761,3785,,9.8,3.8,,,,,,,,,,,,
2021-02-05,,ND,NDA,North Dakota,131625,112827,17272,14805,762062,,,,,78325,30829,,10278,4045,,10.3,4,,,,,,,,,,,,
2021-02-06,,ND,NDA,North Dakota,131625,120742,17272,15844,762062,,,,,81935,35123,,10752,4609,,10.8,4.6,,,,,,,,,,,,
2021-02-07,,ND,NDA,North Dakota,131625,126822,17272,16642,762062,,,,,85482,37651,,11217,4941,,11.2,4.9,,,,,,,,,,,,
2021-02-08,,ND,NDA,North Dakota,131625,129780,17272,17030,762062,,,,,87633,38417,,11499,5041,,11.5,5,,,,,,,,,,,,
2021-02-09,,ND,NDA,North Dakota,143400,129780,18817,17030,762062,,,,,87633,38417,,11499,5041,,11.5,5,,,,,,,,,,,,
2021-02-10,,ND,NDA,North Dakota,143400,130019,18817,17061,762062,,,,,88917,39154,,11668,5138,,11.7,5.1,,,,,,,,,,,,
2021-02-11,,ND,NDA,North Dakota,155375,133616,20389,17533,762062,,,,,90939,40721,,11933,5344,,11.8,5.2,,,,,,,,,,,,
2021-02-12,,ND,NDA,North Dakota,155375,139392,20389,18291,762062,,,,,94160,43276,,12356,5679,,12.3,5.5,,,,,,,,,,,,
2021-02-13,,ND,NDA,North Dakota,155375,144179,20389,18920,762062,,,,,96731,45474,,12693,5967,,12.6,5.8,,,,,,,,,,,,
2021-02-14,,ND,NDA,North Dakota,155375,148916,20389,19541,762062,,,,,99364,47552,,13039,6240,,13,6.1,,,,,,,,,,,,
2021-02-16,,ND,NDA,North Dakota,162175,153427,21281,20133,762062,,,,,102151,49263,,13405,6464,,13.3,6.3,,,,,,,,,,,,
2021-02-17,,ND,NDA,North Dakota,163150,154087,21409,20220,762062,,,,,102414,49615,,13439,6511,,13.3,6.4,,,,,,,,,,,,
2021-02-18,,ND,NDA,North Dakota,163150,156751,21409,20569,762062,,,,,104196,50438,,13673,6619,,13.6,6.5,,,,,,,,,,,,
2021-02-19,,ND,NDA,North Dakota,192100,182325,25208,23925,762062,,,,,122026,58099,,16013,7624,,15.6,7.4,,,,,,,,,,,,
2021-02-20,,ND,NDA,North Dakota,198650,188496,26067,24735,762062,,,,,124671,61624,,16360,8086,,15.9,7.8,,,,,,,,,,,,
2021-02-21,,ND,NDA,North Dakota,198650,194406,26067,25511,762062,,,,,126909,65293,,16653,8568,,16.2,8.3,,,,,,,,,,,,
2021-02-22,,ND,NDA,North Dakota,198650,196365,26067,25768,762062,,,,,128657,65503,,16883,8595,,16.4,8.3,Report,190662,125196,63546,125048,63502,21.5,10.9,581891,34139,196164,33711
2021-02-23,,ND,NDA,North Dakota,217480,196576,28538,25795,762062,,,,,128669,65701,,16884,8621,,16.4,8.4,Report,190892,125262,63709,125114,63665,21.5,10.9,581891,37375,196375,33748
2021-02-24,,ND,NDA,North Dakota,233550,199813,30647,26220,762062,,,,,130597,67006,,17137,8793,,16.7,8.5,Report,193808,127113,64769,126959,64724,21.8,11.1,581891,40136,199605,34303
2021-02-25,,ND,NDA,North Dakota,241100,203911,31638,26758,762062,,,,,133058,68641,,17460,9007,,17,8.7,Report,197891,129590,66374,129427,66328,22.2,11.4,581891,41434,203692,35005
2021-02-26,,ND,NDA,North Dakota,245200,212625,32176,27901,762062,,,,,138240,72168,,18140,9470,,17.7,9.1,Report,206240,134672,69636,134507,69590,23.1,12,581891,42138,212404,36502
2021-02-27,,ND,NDA,North Dakota,246570,225330,32356,29568,762062,,,,,146046,77018,,19165,10107,,18.7,9.8,Report,218508,142174,74353,142000,74302,24.4,12.8,581891,42374,225095,38683
2021-02-28,,ND,NDA,North Dakota,246570,234209,32356,30734,762062,,,,,151276,80647,,19851,10583,,19.3,10.2,Report,226998,147054,77942,146879,77889,25.2,13.4,581891,42374,233969,40208
2021-03-01,,ND,NDA,North Dakota,246570,238585,32356,31308,762062,,,,,154013,82284,,20210,10798,,19.6,10.4,Report,230945,149458,79483,149282,79430,25.7,13.7,581891,42374,238344,40960
2021-03-02,,ND,NDA,North Dakota,266470,238848,34967,31342,762062,,,,,154161,82398,,20229,10813,,19.6,10.4,Report,231197,149585,79607,149409,79554,25.7,13.7,581891,45794,238607,41005
2021-03-03,,ND,NDA,North Dakota,269610,241181,35379,31648,762062,,,,,155338,83505,,20384,10958,,19.8,10.6,Report,233492,150729,80709,150553,80656,25.9,13.9,581891,46333,240940,41406
2021-03-04,,ND,NDA,North Dakota,289160,246289,37944,32319,762062,,,,,158151,85789,,20753,11257,,20.1,10.9,Report,238428,153398,82964,153219,82911,26.3,14.2,581891,49693,246045,42284
2021-03-05,,ND,NDA,North Dakota,293900,255282,38566,33499,762062,,,,,163393,89500,,21441,11744,,20.8,11.4,Report,247086,158378,86601,158195,86548,27.2,14.9,581891,50508,255034,43828
2021-03-06,,ND,NDA,North Dakota,299900,264133,39354,34660,762062,,,,,170047,91668,,22314,12029,,21.6,11.6,Report,255107,164433,88541,164236,88487,28.2,15.2,581891,51539,263866,45346
2021-03-07,,ND,NDA,North Dakota,299900,272721,39354,35787,762062,,,,,176330,93863,,23139,12317,,22.4,11.9,Report,263252,170418,90596,170211,90540,29.3,15.6,581891,51539,272442,46820
2020-12-30,52,NE,NEA,Nebraska,63100,24077,3262,1245,1934408,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,NE,NEA,Nebraska,79675,34066,4119,1761,1934408,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,NE,NEA,Nebraska,90675,35644,4687,1843,1934408,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,NE,NEA,Nebraska,90875,36753,4698,1900,1934408,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,NE,NEA,Nebraska,90875,36753,4698,1900,1934408,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,NE,NEA,Nebraska,132800,53548,6865,2768,1934408,22299,31216,33,0.403,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,NE,NEA,Nebraska,143700,68297,7429,3531,1934408,28385,39877,35,0.475,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,NE,NEA,Nebraska,148275,74439,7665,3848,1934408,29807,44596,36,0.502,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,NE,NEA,Nebraska,177375,74439,9169,3848,1934408,29807,44596,36,0.42,65924,8459,56,3408,437,3,,,,,,,,,,,,,,
2021-01-13,2,NE,NEA,Nebraska,199800,79699,10329,4120,1934408,31932,47730,37,0.399,69113,10529,57,3573,544,3,,,,,,,,,,,,,,
2021-01-14,,NE,NEA,Nebraska,199800,84920,10329,4390,1934408,,,,,72079,12442,,3726,643,,,,,,,,,,,,,,,
2021-01-15,,NE,NEA,Nebraska,211500,91195,10934,4714,1934408,,,,,77734,13050,,4018,675,,,,,,,,,,,,,,,
2021-01-19,,NE,NEA,Nebraska,211500,103689,10934,5360,1934408,,,,,89054,13860,,4604,716,,,,,,,,,,,,,,,
2021-01-20,,NE,NEA,Nebraska,237500,106283,12278,5494,1934408,,,,,91040,14463,,4706,748,,,,,,,,,,,,,,,
2021-01-21,,NE,NEA,Nebraska,238000,111841,12304,5782,1934408,,,,,94850,16206,,4903,838,,,,,,,,,,,,,,,
